downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-001746,MCH-010,2024-05-30,Tooling Change,0.45,6.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001747,MCH-010,2024-11-20,Tooling Change,0.42,5.67,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001748,MCH-010,2024-12-19,Tooling Change,0.32,4.35,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001749,MCH-010,2025-01-22,Tooling Change,0.34,4.54,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001750,MCH-010,2024-07-10,Tooling Change,0.18,2.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001751,MCH-010,2024-04-26,Tooling Change,0.24,3.3,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001752,MCH-010,2024-03-05,Tooling Change,0.34,4.54,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001753,MCH-010,2024-04-12,Tooling Change,0.22,3.02,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001754,MCH-010,2025-05-23,Tooling Change,0.34,4.63,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001755,MCH-010,2024-05-09,Tooling Change,0.41,5.57,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001756,MCH-010,2024-02-29,Material Shortage,3.16,42.62,Morning (6AM-2PM),False,Waiting for material delivery
DT-001757,MCH-010,2024-05-01,Material Shortage,1.64,22.11,Morning (6AM-2PM),False,Waiting for material delivery
DT-001758,MCH-010,2025-03-05,Quality Hold,1.22,16.44,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001759,MCH-010,2024-05-10,Quality Hold,0.38,5.1,Night (10PM-6AM),False,Production paused pending quality investigation
DT-001760,MCH-010,2025-08-15,Quality Hold,1.31,17.67,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001761,MCH-010,2024-07-02,Quality Hold,1.76,23.72,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001762,MCH-010,2025-04-10,Quality Hold,1.39,18.71,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-001763,MCH-010,2024-11-13,Quality Hold,0.54,7.27,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001764,MCH-010,2024-12-06,Quality Hold,0.55,7.47,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001765,MCH-010,2024-10-16,Calibration,0.78,10.49,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001766,MCH-010,2025-12-17,Calibration,0.74,9.92,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001767,MCH-010,2025-02-13,Calibration,0.91,12.28,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001768,MCH-010,2024-07-19,Calibration,0.69,9.35,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001769,MCH-010,2025-12-10,Calibration,0.9,12.19,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001770,MCH-010,2024-02-12,Calibration,0.9,12.19,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001771,MCH-010,2025-07-07,Calibration,0.85,11.43,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001772,MCH-010,2024-03-25,Calibration,0.69,9.26,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001773,MCH-010,2025-11-10,Calibration,0.85,11.53,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001774,MCH-010,2025-03-31,Calibration,0.82,11.05,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001775,MCH-010,2025-02-12,Calibration,0.75,10.11,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001776,MCH-010,2025-09-11,Calibration,0.88,11.91,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001777,MCH-010,2025-05-12,Calibration,0.52,7.08,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001778,MCH-010,2024-05-01,Calibration,0.69,9.35,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001779,MCH-010,2025-11-20,Calibration,0.41,5.48,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001780,MCH-010,2024-09-30,Calibration,0.44,5.96,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001781,MCH-011,2025-04-03,Planned Maintenance,2.09,40.68,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001782,MCH-011,2024-07-23,Planned Maintenance,1.11,21.71,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001783,MCH-011,2025-08-18,Planned Maintenance,1.68,32.76,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001784,MCH-011,2024-07-25,Planned Maintenance,1.27,24.84,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001785,MCH-011,2025-04-29,Planned Maintenance,1.19,23.2,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001786,MCH-011,2025-04-14,Planned Maintenance,2.16,42.18,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001787,MCH-011,2025-02-04,Planned Maintenance,2.2,42.86,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001788,MCH-011,2025-04-29,Planned Maintenance,1.25,24.3,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001789,MCH-011,2024-01-24,Planned Maintenance,0.76,14.74,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001790,MCH-011,2025-05-28,Planned Maintenance,0.72,14.06,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001791,MCH-011,2024-08-21,Planned Maintenance,1.01,19.79,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001792,MCH-011,2025-01-03,Planned Maintenance,1.25,24.3,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001793,MCH-011,2025-04-01,Planned Maintenance,0.57,11.06,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001794,MCH-011,2024-02-21,Planned Maintenance,1.74,33.85,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001795,MCH-011,2024-05-23,Planned Maintenance,1.29,25.12,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001796,MCH-011,2025-05-12,Planned Maintenance,1.55,30.16,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001797,MCH-011,2024-07-23,Planned Maintenance,1.76,34.26,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001798,MCH-011,2025-11-20,Planned Maintenance,1.72,33.58,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001799,MCH-011,2024-04-05,Planned Maintenance,1.69,32.89,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001800,MCH-011,2025-03-26,Planned Maintenance,0.83,16.11,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001801,MCH-011,2025-09-22,Planned Maintenance,2.06,40.26,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001802,MCH-011,2025-05-13,Planned Maintenance,0.99,19.24,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001803,MCH-011,2024-07-22,Planned Maintenance,2.21,43.13,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001804,MCH-011,2024-02-01,Planned Maintenance,1.33,25.93,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001805,MCH-011,2024-12-03,Planned Maintenance,1.43,27.99,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001806,MCH-011,2025-05-02,Planned Maintenance,1.72,33.44,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001807,MCH-011,2024-03-29,Planned Maintenance,1.3,25.39,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001808,MCH-011,2024-04-12,Planned Maintenance,1.38,26.89,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001809,MCH-011,2024-10-24,Planned Maintenance,1.22,23.88,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001810,MCH-011,2024-09-10,Planned Maintenance,0.93,18.15,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001811,MCH-011,2024-12-02,Planned Maintenance,1.22,23.75,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001812,MCH-011,2024-08-20,Planned Maintenance,0.51,9.96,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001813,MCH-011,2025-08-08,Planned Maintenance,2.04,39.72,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001814,MCH-011,2024-07-08,Planned Maintenance,0.37,7.24,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001815,MCH-011,2024-08-09,Planned Maintenance,1.52,29.62,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001816,MCH-011,2025-12-11,Unplanned Breakdown,2.74,343.06,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001817,MCH-011,2025-05-06,Unplanned Breakdown,3.16,211.28,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001818,MCH-011,2024-06-25,Unplanned Breakdown,2.76,167.04,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001819,MCH-011,2025-02-12,Unplanned Breakdown,2.67,271.59,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001820,MCH-011,2024-04-10,Unplanned Breakdown,1.51,357.27,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001821,MCH-011,2025-11-04,Unplanned Breakdown,1.59,349.29,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001822,MCH-011,2025-12-12,Unplanned Breakdown,3.11,191.71,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001823,MCH-011,2025-01-24,Unplanned Breakdown,1.57,327.8,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001824,MCH-011,2024-12-25,Unplanned Breakdown,2.2,133.01,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001825,MCH-011,2025-09-03,Unplanned Breakdown,2.77,139.06,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001826,MCH-011,2025-05-22,Unplanned Breakdown,2.5,237.91,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001827,MCH-011,2025-09-18,Unplanned Breakdown,2.09,322.71,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001828,MCH-011,2024-08-29,Unplanned Breakdown,1.69,381.89,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001829,MCH-011,2025-02-14,Unplanned Breakdown,3.49,332.91,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001830,MCH-011,2025-08-08,Unplanned Breakdown,3.04,343.28,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001831,MCH-011,2024-09-03,Unplanned Breakdown,4.12,262.93,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001832,MCH-011,2025-01-14,Unplanned Breakdown,3.52,285.36,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001833,MCH-011,2024-09-25,Unplanned Breakdown,1.84,126.49,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001834,MCH-011,2025-01-27,Unplanned Breakdown,2.53,284.58,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001835,MCH-011,2025-09-23,Unplanned Breakdown,3.39,293.72,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001836,MCH-011,2025-12-09,Unplanned Breakdown,1.27,149.56,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001837,MCH-011,2024-11-12,Unplanned Breakdown,2.37,125.52,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001838,MCH-011,2025-08-21,Unplanned Breakdown,3.53,213.41,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001839,MCH-011,2024-03-25,Tooling Change,0.28,5.46,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001840,MCH-011,2024-02-01,Tooling Change,0.32,6.15,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001841,MCH-011,2025-08-08,Tooling Change,0.26,5.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001842,MCH-011,2025-09-05,Tooling Change,0.32,6.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001843,MCH-011,2024-05-03,Tooling Change,0.18,3.42,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001844,MCH-011,2025-08-07,Tooling Change,0.24,4.78,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001845,MCH-011,2024-08-07,Tooling Change,0.26,5.05,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001846,MCH-011,2024-03-26,Tooling Change,0.27,5.19,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001847,MCH-011,2024-10-31,Tooling Change,0.45,8.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001848,MCH-011,2024-02-27,Tooling Change,0.48,9.28,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001849,MCH-011,2025-11-24,Tooling Change,0.41,7.92,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001850,MCH-011,2024-01-29,Tooling Change,0.56,10.92,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001851,MCH-011,2024-12-24,Tooling Change,0.3,5.87,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001852,MCH-011,2025-05-13,Tooling Change,0.31,6.01,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001853,MCH-011,2025-01-14,Tooling Change,0.21,4.1,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001854,MCH-011,2024-10-16,Tooling Change,0.6,11.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001855,MCH-011,2024-02-13,Tooling Change,0.3,5.87,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001856,MCH-011,2024-03-15,Tooling Change,0.27,5.19,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001857,MCH-011,2024-09-23,Tooling Change,0.53,10.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001858,MCH-011,2024-09-09,Tooling Change,0.29,5.73,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001859,MCH-011,2025-11-21,Tooling Change,0.18,3.55,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001860,MCH-011,2024-09-04,Tooling Change,0.29,5.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001861,MCH-011,2024-08-12,Tooling Change,0.22,4.23,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001862,MCH-011,2025-10-27,Tooling Change,0.31,6.01,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001863,MCH-011,2025-09-16,Tooling Change,0.26,5.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001864,MCH-011,2024-10-04,Tooling Change,0.22,4.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001865,MCH-011,2024-04-22,Tooling Change,0.43,8.46,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001866,MCH-011,2024-07-12,Tooling Change,0.24,4.64,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001867,MCH-011,2024-02-13,Tooling Change,0.29,5.73,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001868,MCH-011,2025-08-04,Tooling Change,0.36,7.1,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001869,MCH-011,2025-02-18,Tooling Change,0.3,5.87,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001870,MCH-011,2025-03-27,Tooling Change,0.18,3.42,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001871,MCH-011,2025-06-04,Tooling Change,0.47,9.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001872,MCH-011,2025-06-06,Tooling Change,0.34,6.55,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001873,MCH-011,2025-12-15,Tooling Change,0.27,5.33,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001874,MCH-011,2024-11-25,Tooling Change,0.22,4.23,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001875,MCH-011,2025-12-18,Tooling Change,0.18,3.42,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001876,MCH-011,2025-08-12,Tooling Change,0.22,4.23,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001877,MCH-011,2024-07-16,Tooling Change,0.55,10.65,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001878,MCH-011,2025-07-21,Tooling Change,0.38,7.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001879,MCH-011,2024-10-02,Tooling Change,0.48,9.41,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001880,MCH-011,2024-02-19,Tooling Change,0.21,4.1,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001881,MCH-011,2025-09-09,Tooling Change,0.38,7.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001882,MCH-011,2025-03-12,Tooling Change,0.35,6.82,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001883,MCH-011,2024-05-03,Tooling Change,0.46,9.01,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001884,MCH-011,2025-06-10,Tooling Change,0.66,12.96,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001885,MCH-011,2025-02-11,Tooling Change,0.37,7.24,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001886,MCH-011,2025-05-29,Tooling Change,0.52,10.23,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001887,MCH-011,2025-08-20,Tooling Change,0.36,6.96,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001888,MCH-011,2025-07-03,Tooling Change,0.35,6.82,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001889,MCH-011,2025-07-18,Tooling Change,0.38,7.5,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001890,MCH-011,2024-08-05,Tooling Change,0.22,4.37,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001891,MCH-011,2025-06-12,Tooling Change,0.51,9.96,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001892,MCH-011,2024-07-08,Tooling Change,0.4,7.78,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001893,MCH-011,2024-08-20,Tooling Change,0.44,8.6,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001894,MCH-011,2024-02-26,Tooling Change,0.36,7.1,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001895,MCH-011,2024-05-14,Tooling Change,0.5,9.83,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001896,MCH-011,2024-05-24,Tooling Change,0.41,7.92,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001897,MCH-011,2024-07-30,Tooling Change,0.35,6.82,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001898,MCH-011,2024-01-05,Tooling Change,0.54,10.51,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001899,MCH-011,2025-09-15,Tooling Change,0.5,9.83,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001900,MCH-011,2024-10-29,Tooling Change,0.36,7.1,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001901,MCH-011,2025-04-14,Tooling Change,0.47,9.15,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001902,MCH-011,2024-01-26,Tooling Change,0.41,8.06,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001903,MCH-011,2024-09-25,Tooling Change,0.49,9.56,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001904,MCH-011,2025-07-28,Tooling Change,0.5,9.83,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001905,MCH-011,2025-12-19,Tooling Change,0.29,5.73,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001906,MCH-011,2024-10-03,Tooling Change,0.35,6.82,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001907,MCH-011,2024-12-20,Tooling Change,0.39,7.64,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001908,MCH-011,2025-08-25,Tooling Change,0.39,7.64,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001909,MCH-011,2024-03-25,Tooling Change,0.26,5.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001910,MCH-011,2024-06-05,Tooling Change,0.22,4.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001911,MCH-011,2025-10-08,Tooling Change,0.48,9.28,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001912,MCH-011,2024-02-07,Tooling Change,0.5,9.83,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001913,MCH-011,2025-10-07,Tooling Change,0.2,3.96,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001914,MCH-011,2024-05-22,Tooling Change,0.42,8.19,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001915,MCH-011,2025-09-29,Tooling Change,0.34,6.55,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001916,MCH-011,2025-01-13,Tooling Change,0.24,4.78,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001917,MCH-011,2024-04-30,Tooling Change,0.42,8.19,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001918,MCH-011,2024-11-05,Tooling Change,0.34,6.68,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001919,MCH-011,2024-01-19,Tooling Change,0.34,6.68,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001920,MCH-011,2024-07-01,Tooling Change,0.3,5.87,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001921,MCH-011,2024-10-02,Tooling Change,0.36,6.96,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001922,MCH-011,2024-05-24,Tooling Change,0.54,10.51,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001923,MCH-011,2025-12-04,Tooling Change,0.31,6.01,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001924,MCH-011,2025-10-28,Tooling Change,0.43,8.32,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001925,MCH-011,2024-12-20,Tooling Change,0.38,7.5,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001926,MCH-011,2025-02-05,Tooling Change,0.39,7.64,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001927,MCH-011,2024-04-11,Tooling Change,0.42,8.19,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001928,MCH-011,2025-07-14,Tooling Change,0.45,8.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001929,MCH-011,2024-01-23,Tooling Change,0.33,6.41,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001930,MCH-011,2025-03-18,Tooling Change,0.35,6.82,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001931,MCH-011,2025-12-30,Material Shortage,3.32,64.83,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-001932,MCH-011,2025-12-05,Quality Hold,1.25,24.44,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001933,MCH-011,2024-01-22,Quality Hold,1.23,24.02,Night (10PM-6AM),False,Production paused pending quality investigation
DT-001934,MCH-011,2025-07-09,Quality Hold,1.37,26.75,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001935,MCH-011,2025-09-01,Quality Hold,0.98,19.11,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-001936,MCH-011,2024-02-19,Quality Hold,1.2,23.48,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001937,MCH-011,2024-08-15,Quality Hold,0.85,16.65,Night (10PM-6AM),False,Production paused pending quality investigation
DT-001938,MCH-011,2024-03-29,Quality Hold,1.03,20.06,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001939,MCH-011,2025-06-03,Quality Hold,0.86,16.79,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-001940,MCH-011,2025-10-07,Calibration,0.89,17.33,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001941,MCH-011,2024-05-13,Calibration,0.75,14.6,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001942,MCH-011,2025-03-31,Calibration,0.7,13.65,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001943,MCH-011,2024-02-27,Calibration,0.62,12.01,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001944,MCH-011,2025-11-19,Calibration,0.9,17.47,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001945,MCH-011,2025-09-19,Calibration,0.79,15.42,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001946,MCH-011,2025-12-02,Calibration,0.78,15.29,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001947,MCH-011,2025-01-16,Calibration,0.72,14.06,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001948,MCH-011,2024-11-29,Calibration,0.98,19.11,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001949,MCH-011,2025-05-19,Calibration,0.62,12.15,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001950,MCH-011,2025-09-19,Calibration,0.91,17.74,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001951,MCH-011,2025-12-05,Calibration,0.81,15.83,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001952,MCH-011,2025-08-20,Calibration,0.8,15.56,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001953,MCH-011,2024-05-22,Calibration,0.7,13.65,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001954,MCH-011,2024-03-28,Calibration,0.7,13.65,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001955,MCH-011,2025-09-30,Calibration,0.85,16.65,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001956,MCH-011,2024-11-04,Calibration,0.76,14.74,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001957,MCH-011,2025-06-04,Calibration,0.8,15.56,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001958,MCH-011,2025-09-16,Calibration,0.68,13.24,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001959,MCH-011,2025-01-31,Calibration,1.08,21.15,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001960,MCH-011,2025-03-20,Calibration,0.41,8.06,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001961,MCH-011,2024-11-04,Calibration,0.18,3.42,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001962,MCH-012,2024-05-21,Planned Maintenance,1.27,24.71,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001963,MCH-012,2024-12-31,Planned Maintenance,1.88,36.58,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001964,MCH-012,2024-03-21,Planned Maintenance,0.92,18.02,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001965,MCH-012,2025-05-12,Planned Maintenance,1.41,27.43,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001966,MCH-012,2024-12-31,Planned Maintenance,1.04,20.34,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001967,MCH-012,2025-02-05,Planned Maintenance,1.48,28.8,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001968,MCH-012,2024-11-19,Planned Maintenance,1.82,35.49,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001969,MCH-012,2024-02-21,Planned Maintenance,1.11,21.57,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001970,MCH-012,2025-01-24,Planned Maintenance,1.89,36.85,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001971,MCH-012,2025-04-11,Planned Maintenance,2.08,40.54,Morning (6AM-2PM),True,Scheduled service - production rerouted
