job_order_id,product_id,product_name,customer_id,order_date,due_date,priority,quantity,status
JOB-01222,PRD-005,Control Panel Frame,CUS-001,2024-10-23,2024-10-30,Rush,14,Completed
JOB-01223,PRD-003,Pump Housing,CUS-001,2025-05-14,2025-05-28,Rush,14,Completed
JOB-01224,PRD-003,Pump Housing,CUS-006,2025-03-03,2025-03-06,Critical,7,Completed
JOB-01225,PRD-002,Gear Assembly,CUS-003,2025-08-19,2025-09-02,Standard,7,Completed
JOB-01226,PRD-003,Pump Housing,CUS-008,2024-09-10,2024-09-17,Rush,7,Completed
JOB-01227,PRD-006,Bearing Cap,CUS-005,2024-05-13,2024-05-20,Rush,1,Completed
JOB-01228,PRD-006,Bearing Cap,CUS-002,2025-06-26,2025-07-10,Rush,2,Completed
JOB-01229,PRD-007,Manifold Block,CUS-005,2024-04-02,2024-04-05,Critical,14,Completed
JOB-01230,PRD-008,Sensor Bracket,CUS-006,2025-01-28,2025-02-11,Standard,7,Completed
JOB-01231,PRD-007,Manifold Block,CUS-001,2024-10-25,2024-11-01,Rush,2,Completed
JOB-01232,PRD-002,Gear Assembly,CUS-008,2024-05-03,2024-05-17,Standard,14,Completed
JOB-01233,PRD-005,Control Panel Frame,CUS-005,2025-03-28,2025-04-11,Standard,28,Completed
JOB-01234,PRD-006,Bearing Cap,CUS-008,2025-12-11,2025-12-18,Rush,7,Completed
JOB-01235,PRD-008,Sensor Bracket,CUS-005,2024-11-28,2024-12-05,Rush,28,Completed
JOB-01236,PRD-004,Motor Shaft,CUS-008,2024-02-02,2024-02-16,Standard,70,Completed
JOB-01237,PRD-002,Gear Assembly,CUS-007,2024-10-23,2024-10-30,Rush,14,Completed
JOB-01238,PRD-007,Manifold Block,CUS-004,2025-05-15,2025-05-29,Standard,14,Completed
JOB-01239,PRD-001,Hydraulic Valve Body,CUS-005,2025-02-06,2025-02-13,Rush,1,Completed
JOB-01240,PRD-002,Gear Assembly,CUS-006,2025-12-25,2026-01-08,Rush,70,Completed
JOB-01241,PRD-001,Hydraulic Valve Body,CUS-006,2025-04-22,2025-05-06,Standard,7,Completed
JOB-01242,PRD-007,Manifold Block,CUS-003,2024-02-09,2024-02-16,Rush,70,Completed
JOB-01243,PRD-004,Motor Shaft,CUS-008,2025-04-29,2025-05-13,Standard,14,Completed
JOB-01244,PRD-008,Sensor Bracket,CUS-008,2024-07-12,2024-07-26,Standard,1,Completed
JOB-01245,PRD-003,Pump Housing,CUS-008,2025-04-24,2025-05-01,Rush,1,Completed
JOB-01246,PRD-007,Manifold Block,CUS-005,2024-03-20,2024-03-23,Critical,14,Completed
JOB-01247,PRD-006,Bearing Cap,CUS-004,2024-01-26,2024-02-09,Standard,14,Completed
JOB-01248,PRD-006,Bearing Cap,CUS-002,2025-05-21,2025-05-28,Rush,1,Completed
JOB-01249,PRD-003,Pump Housing,CUS-006,2024-02-13,2024-02-27,Standard,14,Completed
JOB-01250,PRD-007,Manifold Block,CUS-007,2024-08-23,2024-08-30,Rush,28,Completed
JOB-01251,PRD-003,Pump Housing,CUS-006,2025-03-17,2025-03-24,Rush,7,Completed
JOB-01252,PRD-001,Hydraulic Valve Body,CUS-008,2024-05-02,2024-05-16,Standard,7,Completed
JOB-01253,PRD-004,Motor Shaft,CUS-004,2025-03-07,2025-03-21,Standard,1,Completed
JOB-01254,PRD-005,Control Panel Frame,CUS-001,2025-06-19,2025-07-03,Standard,28,Completed
JOB-01255,PRD-004,Motor Shaft,CUS-001,2025-09-26,2025-09-29,Critical,7,Completed
JOB-01256,PRD-008,Sensor Bracket,CUS-004,2024-08-07,2024-08-14,Rush,28,Completed
JOB-01257,PRD-006,Bearing Cap,CUS-006,2025-03-19,2025-03-26,Rush,7,Completed
JOB-01258,PRD-003,Pump Housing,CUS-003,2024-05-20,2024-05-27,Rush,14,Completed
JOB-01259,PRD-004,Motor Shaft,CUS-007,2025-10-20,2025-10-27,Rush,7,Completed
JOB-01260,PRD-002,Gear Assembly,CUS-002,2024-03-04,2024-03-18,Standard,2,Completed
JOB-01261,PRD-006,Bearing Cap,CUS-002,2024-03-06,2024-03-20,Rush,28,Completed
JOB-01262,PRD-005,Control Panel Frame,CUS-004,2025-03-21,2025-04-04,Standard,7,Completed
JOB-01263,PRD-006,Bearing Cap,CUS-005,2025-02-13,2025-02-27,Standard,14,Completed
JOB-01264,PRD-006,Bearing Cap,CUS-005,2024-06-17,2024-06-24,Rush,70,Completed
JOB-01265,PRD-003,Pump Housing,CUS-001,2024-06-12,2024-06-26,Rush,70,Completed
JOB-01266,PRD-002,Gear Assembly,CUS-006,2025-05-15,2025-05-29,Rush,28,Completed
JOB-01267,PRD-005,Control Panel Frame,CUS-004,2025-02-10,2025-02-24,Standard,2,Completed
JOB-01268,PRD-003,Pump Housing,CUS-008,2025-04-29,2025-05-13,Rush,14,Completed
JOB-01269,PRD-001,Hydraulic Valve Body,CUS-001,2025-11-05,2025-11-19,Standard,28,Completed
JOB-01270,PRD-002,Gear Assembly,CUS-007,2024-05-02,2024-05-16,Rush,7,Completed
JOB-01271,PRD-007,Manifold Block,CUS-006,2025-09-30,2025-10-14,Rush,2,Completed
JOB-01272,PRD-005,Control Panel Frame,CUS-002,2024-10-09,2024-10-23,Standard,28,Completed
JOB-01273,PRD-008,Sensor Bracket,CUS-008,2024-05-13,2024-05-27,Rush,7,Completed
JOB-01274,PRD-002,Gear Assembly,CUS-008,2025-10-28,2025-11-11,Standard,14,Completed
JOB-01275,PRD-004,Motor Shaft,CUS-005,2024-07-24,2024-07-27,Critical,70,Completed
JOB-01276,PRD-006,Bearing Cap,CUS-006,2025-04-17,2025-05-01,Rush,14,Completed
JOB-01277,PRD-008,Sensor Bracket,CUS-008,2024-04-02,2024-04-16,Rush,7,Completed
JOB-01278,PRD-002,Gear Assembly,CUS-003,2025-10-22,2025-11-05,Standard,7,Completed
JOB-01279,PRD-005,Control Panel Frame,CUS-002,2024-07-01,2024-07-08,Rush,7,Completed
JOB-01280,PRD-007,Manifold Block,CUS-006,2024-05-31,2024-06-03,Critical,2,Completed
JOB-01281,PRD-002,Gear Assembly,CUS-007,2025-10-22,2025-10-29,Rush,28,Completed
JOB-01282,PRD-007,Manifold Block,CUS-003,2024-12-13,2024-12-27,Rush,28,Completed
JOB-01283,PRD-008,Sensor Bracket,CUS-004,2025-05-01,2025-05-15,Standard,7,Completed
JOB-01284,PRD-007,Manifold Block,CUS-006,2025-09-15,2025-09-22,Rush,7,Completed
JOB-01285,PRD-004,Motor Shaft,CUS-008,2024-04-19,2024-05-03,Standard,28,Completed
JOB-01286,PRD-002,Gear Assembly,CUS-006,2025-10-24,2025-11-07,Standard,1,Completed
JOB-01287,PRD-002,Gear Assembly,CUS-005,2024-09-09,2024-09-16,Rush,14,Completed
JOB-01288,PRD-007,Manifold Block,CUS-007,2024-06-04,2024-06-18,Rush,7,Completed
JOB-01289,PRD-006,Bearing Cap,CUS-002,2024-03-27,2024-04-10,Standard,14,Completed
JOB-01290,PRD-004,Motor Shaft,CUS-003,2024-01-01,2024-01-08,Rush,2,Completed
JOB-01291,PRD-003,Pump Housing,CUS-007,2025-02-20,2025-03-06,Standard,14,Completed
JOB-01292,PRD-008,Sensor Bracket,CUS-005,2025-03-28,2025-04-11,Standard,7,Completed
JOB-01293,PRD-005,Control Panel Frame,CUS-006,2025-09-15,2025-09-18,Critical,14,Completed
JOB-01294,PRD-002,Gear Assembly,CUS-007,2025-12-31,2026-01-14,Standard,1,Completed
JOB-01295,PRD-003,Pump Housing,CUS-006,2024-03-28,2024-03-31,Critical,7,Completed
JOB-01296,PRD-001,Hydraulic Valve Body,CUS-002,2025-05-28,2025-06-11,Standard,14,Completed
JOB-01297,PRD-005,Control Panel Frame,CUS-007,2024-12-02,2024-12-05,Critical,2,Completed
JOB-01298,PRD-007,Manifold Block,CUS-007,2025-07-01,2025-07-08,Rush,2,Completed
JOB-01299,PRD-007,Manifold Block,CUS-003,2024-10-29,2024-11-12,Standard,2,Completed
JOB-01300,PRD-008,Sensor Bracket,CUS-006,2025-07-03,2025-07-17,Standard,7,Completed
JOB-01301,PRD-007,Manifold Block,CUS-003,2024-06-27,2024-07-11,Standard,1,Completed
JOB-01302,PRD-001,Hydraulic Valve Body,CUS-003,2024-01-23,2024-02-06,Rush,70,Completed
JOB-01303,PRD-008,Sensor Bracket,CUS-002,2024-07-12,2024-07-26,Standard,7,Completed
JOB-01304,PRD-003,Pump Housing,CUS-008,2025-08-18,2025-08-25,Rush,28,Completed
JOB-01305,PRD-007,Manifold Block,CUS-007,2025-10-13,2025-10-20,Rush,70,Completed
JOB-01306,PRD-008,Sensor Bracket,CUS-003,2024-11-19,2024-12-03,Rush,1,Completed
JOB-01307,PRD-007,Manifold Block,CUS-004,2025-12-15,2025-12-22,Rush,14,Completed
JOB-01308,PRD-005,Control Panel Frame,CUS-001,2025-06-09,2025-06-23,Standard,28,Completed
JOB-01309,PRD-001,Hydraulic Valve Body,CUS-002,2025-06-11,2025-06-25,Rush,14,Completed
JOB-01310,PRD-008,Sensor Bracket,CUS-003,2024-04-23,2024-04-26,Critical,7,Completed
JOB-01311,PRD-005,Control Panel Frame,CUS-002,2024-04-22,2024-05-06,Standard,7,Completed
JOB-01312,PRD-004,Motor Shaft,CUS-005,2024-04-19,2024-05-03,Standard,1,Completed
JOB-01313,PRD-001,Hydraulic Valve Body,CUS-008,2024-01-16,2024-01-19,Critical,14,Completed
JOB-01314,PRD-008,Sensor Bracket,CUS-006,2025-11-03,2025-11-17,Standard,70,Completed
JOB-01315,PRD-007,Manifold Block,CUS-005,2025-02-25,2025-03-11,Standard,70,Completed
JOB-01316,PRD-003,Pump Housing,CUS-005,2025-03-11,2025-03-25,Standard,1,Completed
JOB-01317,PRD-001,Hydraulic Valve Body,CUS-001,2024-08-29,2024-09-05,Rush,14,Completed
JOB-01318,PRD-005,Control Panel Frame,CUS-005,2024-02-07,2024-02-14,Rush,7,Completed
JOB-01319,PRD-008,Sensor Bracket,CUS-002,2025-12-24,2026-01-07,Standard,70,Completed
JOB-01320,PRD-005,Control Panel Frame,CUS-005,2025-02-05,2025-02-19,Standard,1,Completed
JOB-01321,PRD-005,Control Panel Frame,CUS-003,2024-06-07,2024-06-21,Rush,70,Completed
JOB-01322,PRD-003,Pump Housing,CUS-003,2025-06-12,2025-06-19,Rush,28,Completed
JOB-01323,PRD-005,Control Panel Frame,CUS-008,2024-12-03,2024-12-10,Rush,2,Completed
JOB-01324,PRD-003,Pump Housing,CUS-006,2024-02-15,2024-02-22,Rush,1,Completed
JOB-01325,PRD-002,Gear Assembly,CUS-008,2024-08-07,2024-08-10,Critical,28,Completed
JOB-01326,PRD-007,Manifold Block,CUS-008,2024-12-05,2024-12-12,Rush,2,Completed
JOB-01327,PRD-003,Pump Housing,CUS-001,2025-05-08,2025-05-22,Standard,14,Completed
JOB-01328,PRD-005,Control Panel Frame,CUS-001,2024-06-13,2024-06-20,Rush,70,Completed
JOB-01329,PRD-003,Pump Housing,CUS-005,2025-11-12,2025-11-26,Standard,14,Completed
JOB-01330,PRD-008,Sensor Bracket,CUS-007,2024-11-29,2024-12-13,Standard,7,Completed
JOB-01331,PRD-007,Manifold Block,CUS-007,2024-07-25,2024-08-08,Standard,7,Completed
JOB-01332,PRD-001,Hydraulic Valve Body,CUS-007,2025-10-03,2025-10-17,Standard,1,Completed
JOB-01333,PRD-006,Bearing Cap,CUS-002,2024-02-28,2024-03-02,Critical,70,Completed
JOB-01334,PRD-006,Bearing Cap,CUS-005,2025-09-10,2025-09-13,Critical,7,Completed
JOB-01335,PRD-006,Bearing Cap,CUS-005,2024-05-20,2024-06-03,Standard,2,Completed
JOB-01336,PRD-007,Manifold Block,CUS-004,2024-12-11,2024-12-25,Rush,7,Completed
JOB-01337,PRD-006,Bearing Cap,CUS-006,2024-09-13,2024-09-27,Rush,70,Completed
JOB-01338,PRD-001,Hydraulic Valve Body,CUS-001,2024-04-05,2024-04-12,Rush,1,Completed
JOB-01339,PRD-007,Manifold Block,CUS-008,2024-05-28,2024-06-11,Standard,28,Completed
JOB-01340,PRD-006,Bearing Cap,CUS-005,2025-02-10,2025-02-24,Standard,14,Completed
JOB-01341,PRD-004,Motor Shaft,CUS-001,2024-05-10,2024-05-24,Standard,28,Completed
JOB-01342,PRD-004,Motor Shaft,CUS-002,2024-06-21,2024-06-24,Critical,70,Completed
JOB-01343,PRD-002,Gear Assembly,CUS-007,2024-07-04,2024-07-11,Rush,28,Completed
JOB-01344,PRD-003,Pump Housing,CUS-005,2024-09-19,2024-09-22,Critical,70,Completed
JOB-01345,PRD-005,Control Panel Frame,CUS-008,2024-04-17,2024-05-01,Standard,2,Completed
JOB-01346,PRD-005,Control Panel Frame,CUS-005,2025-04-08,2025-04-15,Rush,28,Completed
JOB-01347,PRD-003,Pump Housing,CUS-001,2025-01-30,2025-02-06,Rush,14,Completed
JOB-01348,PRD-007,Manifold Block,CUS-005,2024-03-26,2024-04-09,Rush,14,Completed
JOB-01349,PRD-005,Control Panel Frame,CUS-008,2024-04-09,2024-04-23,Standard,28,Completed
JOB-01350,PRD-004,Motor Shaft,CUS-008,2024-09-11,2024-09-25,Standard,70,Completed
JOB-01351,PRD-002,Gear Assembly,CUS-004,2025-09-09,2025-09-23,Standard,14,Completed
JOB-01352,PRD-002,Gear Assembly,CUS-002,2025-01-06,2025-01-09,Critical,7,Completed
JOB-01353,PRD-001,Hydraulic Valve Body,CUS-008,2024-12-24,2025-01-07,Rush,7,Completed
JOB-01354,PRD-001,Hydraulic Valve Body,CUS-001,2024-07-31,2024-08-03,Critical,7,Completed
JOB-01355,PRD-001,Hydraulic Valve Body,CUS-003,2025-01-15,2025-01-22,Rush,7,Completed
JOB-01356,PRD-006,Bearing Cap,CUS-008,2024-01-04,2024-01-11,Rush,7,Completed
JOB-01357,PRD-008,Sensor Bracket,CUS-004,2024-04-09,2024-04-23,Rush,1,Completed
JOB-01358,PRD-001,Hydraulic Valve Body,CUS-002,2025-11-20,2025-12-04,Rush,1,Completed
JOB-01359,PRD-006,Bearing Cap,CUS-007,2025-03-10,2025-03-24,Standard,28,Completed
JOB-01360,PRD-001,Hydraulic Valve Body,CUS-006,2024-05-08,2024-05-15,Rush,7,Completed
JOB-01361,PRD-006,Bearing Cap,CUS-005,2025-10-20,2025-11-03,Rush,70,Completed
JOB-01362,PRD-004,Motor Shaft,CUS-007,2024-02-26,2024-03-11,Standard,14,Completed
JOB-01363,PRD-004,Motor Shaft,CUS-002,2025-07-11,2025-07-25,Rush,1,Completed
JOB-01364,PRD-006,Bearing Cap,CUS-004,2025-09-18,2025-10-02,Standard,2,Completed
JOB-01365,PRD-003,Pump Housing,CUS-004,2024-02-05,2024-02-19,Standard,2,Completed
JOB-01366,PRD-008,Sensor Bracket,CUS-008,2025-03-17,2025-03-31,Standard,70,Completed
JOB-01367,PRD-008,Sensor Bracket,CUS-001,2024-01-23,2024-01-26,Critical,2,Completed
JOB-01368,PRD-006,Bearing Cap,CUS-007,2024-02-29,2024-03-14,Standard,14,Completed
JOB-01369,PRD-002,Gear Assembly,CUS-003,2025-10-17,2025-10-31,Standard,70,Completed
JOB-01370,PRD-004,Motor Shaft,CUS-003,2024-02-21,2024-02-24,Critical,70,Completed
JOB-01371,PRD-008,Sensor Bracket,CUS-001,2025-11-05,2025-11-19,Rush,2,Completed
JOB-01372,PRD-004,Motor Shaft,CUS-001,2024-07-04,2024-07-11,Rush,1,Completed
JOB-01373,PRD-003,Pump Housing,CUS-002,2025-03-14,2025-03-21,Rush,2,Completed
JOB-01374,PRD-008,Sensor Bracket,CUS-002,2024-04-01,2024-04-15,Standard,1,Completed
JOB-01375,PRD-002,Gear Assembly,CUS-002,2024-11-11,2024-11-25,Standard,2,Completed
JOB-01376,PRD-004,Motor Shaft,CUS-006,2025-07-29,2025-08-12,Standard,14,Completed
JOB-01377,PRD-002,Gear Assembly,CUS-006,2024-07-15,2024-07-18,Critical,70,Completed
JOB-01378,PRD-004,Motor Shaft,CUS-006,2024-09-04,2024-09-11,Rush,14,Completed
JOB-01379,PRD-002,Gear Assembly,CUS-007,2024-07-19,2024-08-02,Standard,14,Completed
JOB-01380,PRD-003,Pump Housing,CUS-008,2024-08-22,2024-08-29,Rush,2,Completed
JOB-01381,PRD-004,Motor Shaft,CUS-003,2024-02-27,2024-03-01,Critical,28,Completed
JOB-01382,PRD-002,Gear Assembly,CUS-003,2025-06-23,2025-06-30,Rush,14,Completed
JOB-01383,PRD-001,Hydraulic Valve Body,CUS-001,2024-04-24,2024-04-27,Critical,28,Completed
JOB-01384,PRD-001,Hydraulic Valve Body,CUS-005,2024-05-07,2024-05-21,Rush,70,Completed
JOB-01385,PRD-007,Manifold Block,CUS-003,2025-11-12,2025-11-19,Rush,7,Completed
JOB-01386,PRD-004,Motor Shaft,CUS-008,2025-01-22,2025-02-05,Standard,1,Completed
JOB-01387,PRD-007,Manifold Block,CUS-001,2024-09-05,2024-09-19,Standard,2,Completed
JOB-01388,PRD-003,Pump Housing,CUS-005,2024-05-06,2024-05-13,Rush,7,Completed
JOB-01389,PRD-006,Bearing Cap,CUS-004,2024-12-03,2024-12-17,Standard,70,Completed
JOB-01390,PRD-002,Gear Assembly,CUS-006,2024-05-15,2024-05-18,Critical,7,Completed
JOB-01391,PRD-004,Motor Shaft,CUS-005,2024-10-24,2024-11-07,Standard,28,Completed
JOB-01392,PRD-001,Hydraulic Valve Body,CUS-008,2024-07-31,2024-08-14,Standard,14,Completed
JOB-01393,PRD-008,Sensor Bracket,CUS-001,2024-03-01,2024-03-15,Rush,2,Completed
JOB-01394,PRD-006,Bearing Cap,CUS-005,2025-09-15,2025-09-29,Rush,7,Completed
JOB-01395,PRD-006,Bearing Cap,CUS-001,2025-10-10,2025-10-24,Standard,14,Completed
JOB-01396,PRD-002,Gear Assembly,CUS-003,2024-09-09,2024-09-16,Rush,14,Completed
JOB-01397,PRD-001,Hydraulic Valve Body,CUS-002,2024-06-13,2024-06-27,Rush,7,Completed
JOB-01398,PRD-004,Motor Shaft,CUS-007,2025-04-10,2025-04-17,Rush,2,Completed
JOB-01399,PRD-004,Motor Shaft,CUS-004,2025-04-10,2025-04-17,Rush,14,Completed
JOB-01400,PRD-002,Gear Assembly,CUS-004,2024-05-20,2024-06-03,Rush,2,Completed
JOB-01401,PRD-007,Manifold Block,CUS-004,2025-06-20,2025-06-23,Critical,70,Completed
JOB-01402,PRD-002,Gear Assembly,CUS-001,2025-11-25,2025-12-09,Standard,2,Completed
JOB-01403,PRD-007,Manifold Block,CUS-003,2025-10-13,2025-10-27,Rush,2,Completed
JOB-01404,PRD-007,Manifold Block,CUS-004,2025-10-16,2025-10-30,Standard,7,Completed
JOB-01405,PRD-006,Bearing Cap,CUS-006,2024-10-16,2024-10-19,Critical,14,Completed
JOB-01406,PRD-003,Pump Housing,CUS-005,2024-03-26,2024-04-09,Standard,14,Completed
JOB-01407,PRD-003,Pump Housing,CUS-008,2025-10-28,2025-11-11,Standard,7,Completed
JOB-01408,PRD-007,Manifold Block,CUS-004,2025-05-06,2025-05-20,Rush,70,Completed
JOB-01409,PRD-005,Control Panel Frame,CUS-004,2024-08-30,2024-09-06,Rush,7,Completed
JOB-01410,PRD-002,Gear Assembly,CUS-004,2025-12-01,2025-12-15,Standard,7,Completed
JOB-01411,PRD-008,Sensor Bracket,CUS-001,2025-02-03,2025-02-10,Rush,7,Completed
JOB-01412,PRD-007,Manifold Block,CUS-004,2024-12-18,2024-12-25,Rush,1,Completed
JOB-01413,PRD-006,Bearing Cap,CUS-003,2024-11-13,2024-11-27,Standard,14,Completed
JOB-01414,PRD-001,Hydraulic Valve Body,CUS-001,2024-03-04,2024-03-18,Rush,2,Completed
JOB-01415,PRD-008,Sensor Bracket,CUS-001,2025-12-23,2026-01-06,Standard,14,Completed
JOB-01416,PRD-007,Manifold Block,CUS-002,2025-11-17,2025-11-24,Rush,1,Completed
JOB-01417,PRD-008,Sensor Bracket,CUS-001,2024-04-29,2024-05-13,Standard,70,Completed
JOB-01418,PRD-007,Manifold Block,CUS-006,2024-07-08,2024-07-11,Critical,7,Completed
JOB-01419,PRD-005,Control Panel Frame,CUS-001,2024-05-08,2024-05-22,Standard,28,Completed
JOB-01420,PRD-008,Sensor Bracket,CUS-008,2024-08-19,2024-09-02,Standard,7,Completed
JOB-01421,PRD-001,Hydraulic Valve Body,CUS-003,2025-10-24,2025-10-27,Critical,1,Completed
JOB-01422,PRD-007,Manifold Block,CUS-008,2025-06-13,2025-06-27,Standard,28,Completed
JOB-01423,PRD-001,Hydraulic Valve Body,CUS-007,2024-04-10,2024-04-13,Critical,14,Completed
JOB-01424,PRD-006,Bearing Cap,CUS-007,2025-02-27,2025-03-13,Rush,28,Completed
JOB-01425,PRD-005,Control Panel Frame,CUS-002,2024-10-23,2024-10-30,Rush,7,Completed
JOB-01426,PRD-006,Bearing Cap,CUS-006,2024-03-19,2024-04-02,Standard,14,Completed
JOB-01427,PRD-001,Hydraulic Valve Body,CUS-008,2025-06-06,2025-06-20,Standard,28,Completed
JOB-01428,PRD-001,Hydraulic Valve Body,CUS-002,2024-09-06,2024-09-20,Rush,14,Completed
JOB-01429,PRD-004,Motor Shaft,CUS-004,2025-04-23,2025-05-07,Standard,7,Completed
JOB-01430,PRD-002,Gear Assembly,CUS-004,2024-10-25,2024-11-08,Standard,14,Completed
JOB-01431,PRD-006,Bearing Cap,CUS-007,2025-01-16,2025-01-30,Standard,14,Completed
JOB-01432,PRD-005,Control Panel Frame,CUS-006,2025-06-17,2025-07-01,Standard,70,Completed
JOB-01433,PRD-008,Sensor Bracket,CUS-008,2024-06-24,2024-07-08,Rush,7,Completed
JOB-01434,PRD-005,Control Panel Frame,CUS-002,2025-06-10,2025-06-24,Rush,7,Completed
JOB-01435,PRD-004,Motor Shaft,CUS-002,2025-10-16,2025-10-23,Rush,28,Completed
JOB-01436,PRD-002,Gear Assembly,CUS-005,2024-09-12,2024-09-26,Standard,14,Completed
JOB-01437,PRD-002,Gear Assembly,CUS-002,2025-01-29,2025-02-12,Standard,14,Completed
JOB-01438,PRD-003,Pump Housing,CUS-001,2024-10-18,2024-11-01,Standard,7,Completed
JOB-01439,PRD-005,Control Panel Frame,CUS-008,2024-07-08,2024-07-22,Rush,2,Completed
JOB-01440,PRD-006,Bearing Cap,CUS-005,2024-01-30,2024-02-13,Standard,14,Completed
JOB-01441,PRD-004,Motor Shaft,CUS-006,2024-11-27,2024-12-11,Rush,2,Completed
JOB-01442,PRD-007,Manifold Block,CUS-008,2025-04-11,2025-04-18,Rush,2,Completed
JOB-01443,PRD-008,Sensor Bracket,CUS-005,2024-07-08,2024-07-22,Standard,14,Completed
JOB-01444,PRD-003,Pump Housing,CUS-008,2024-11-20,2024-11-27,Rush,14,Completed
JOB-01445,PRD-006,Bearing Cap,CUS-003,2024-03-07,2024-03-10,Critical,28,Completed
JOB-01446,PRD-006,Bearing Cap,CUS-003,2024-08-26,2024-09-09,Rush,7,Completed
JOB-01447,PRD-005,Control Panel Frame,CUS-003,2024-09-06,2024-09-20,Standard,2,Completed
JOB-01448,PRD-003,Pump Housing,CUS-006,2024-02-28,2024-03-13,Standard,70,Completed
JOB-01449,PRD-003,Pump Housing,CUS-003,2025-06-12,2025-06-26,Standard,2,Completed
JOB-01450,PRD-004,Motor Shaft,CUS-006,2024-02-19,2024-03-04,Standard,2,Completed
JOB-01451,PRD-006,Bearing Cap,CUS-003,2025-10-03,2025-10-17,Standard,7,Completed
JOB-01452,PRD-005,Control Panel Frame,CUS-007,2024-02-05,2024-02-19,Standard,14,Completed
JOB-01453,PRD-008,Sensor Bracket,CUS-006,2025-10-17,2025-10-31,Standard,28,Completed
JOB-01454,PRD-003,Pump Housing,CUS-006,2025-12-26,2026-01-09,Standard,28,Completed
JOB-01455,PRD-005,Control Panel Frame,CUS-003,2025-02-18,2025-03-04,Standard,14,Completed
JOB-01456,PRD-008,Sensor Bracket,CUS-008,2024-06-10,2024-06-24,Standard,2,Completed
JOB-01457,PRD-001,Hydraulic Valve Body,CUS-005,2024-06-14,2024-06-28,Standard,7,Completed
JOB-01458,PRD-001,Hydraulic Valve Body,CUS-008,2024-11-11,2024-11-25,Rush,7,Completed
JOB-01459,PRD-006,Bearing Cap,CUS-004,2024-03-19,2024-04-02,Standard,2,Completed
JOB-01460,PRD-004,Motor Shaft,CUS-004,2025-01-31,2025-02-07,Rush,7,Completed
JOB-01461,PRD-001,Hydraulic Valve Body,CUS-002,2025-09-30,2025-10-14,Standard,7,Completed
JOB-01462,PRD-007,Manifold Block,CUS-001,2025-03-31,2025-04-14,Standard,2,Completed
JOB-01463,PRD-006,Bearing Cap,CUS-006,2025-09-03,2025-09-17,Rush,14,Completed
JOB-01464,PRD-007,Manifold Block,CUS-006,2025-02-11,2025-02-25,Standard,14,Completed
JOB-01465,PRD-006,Bearing Cap,CUS-002,2025-09-30,2025-10-14,Standard,1,Completed
JOB-01466,PRD-004,Motor Shaft,CUS-007,2025-09-26,2025-10-03,Rush,7,Completed
JOB-01467,PRD-008,Sensor Bracket,CUS-007,2025-08-29,2025-09-12,Standard,28,Completed
JOB-01468,PRD-003,Pump Housing,CUS-003,2024-05-02,2024-05-05,Critical,14,Completed
JOB-01469,PRD-004,Motor Shaft,CUS-002,2025-04-24,2025-05-08,Standard,28,Completed
JOB-01470,PRD-007,Manifold Block,CUS-005,2025-08-08,2025-08-22,Standard,7,Completed
JOB-01471,PRD-007,Manifold Block,CUS-003,2025-10-23,2025-11-06,Standard,28,Completed
JOB-01472,PRD-004,Motor Shaft,CUS-005,2025-06-30,2025-07-14,Rush,2,Completed
JOB-01473,PRD-008,Sensor Bracket,CUS-005,2025-03-07,2025-03-21,Standard,7,Completed
JOB-01474,PRD-008,Sensor Bracket,CUS-004,2025-10-24,2025-11-07,Standard,2,Completed
JOB-01475,PRD-001,Hydraulic Valve Body,CUS-005,2024-08-07,2024-08-14,Rush,7,Completed
JOB-01476,PRD-005,Control Panel Frame,CUS-002,2025-11-06,2025-11-09,Critical,7,Completed
JOB-01477,PRD-005,Control Panel Frame,CUS-004,2025-12-04,2025-12-18,Rush,2,Completed
JOB-01478,PRD-001,Hydraulic Valve Body,CUS-008,2025-01-30,2025-02-13,Standard,28,Completed
JOB-01479,PRD-002,Gear Assembly,CUS-008,2025-06-02,2025-06-16,Standard,7,Completed
JOB-01480,PRD-007,Manifold Block,CUS-002,2025-11-12,2025-11-15,Critical,7,Completed
JOB-01481,PRD-006,Bearing Cap,CUS-005,2024-01-24,2024-02-07,Standard,2,Completed
JOB-01482,PRD-003,Pump Housing,CUS-006,2024-07-26,2024-08-02,Rush,7,Completed
JOB-01483,PRD-008,Sensor Bracket,CUS-006,2024-07-11,2024-07-18,Rush,7,Completed
JOB-01484,PRD-003,Pump Housing,CUS-007,2025-05-30,2025-06-13,Rush,7,Completed
JOB-01485,PRD-006,Bearing Cap,CUS-002,2025-02-20,2025-03-06,Standard,2,Completed
JOB-01486,PRD-004,Motor Shaft,CUS-002,2024-09-18,2024-09-25,Rush,28,Completed
JOB-01487,PRD-003,Pump Housing,CUS-005,2025-03-27,2025-04-03,Rush,70,Completed
JOB-01488,PRD-005,Control Panel Frame,CUS-002,2025-06-03,2025-06-10,Rush,7,Completed
JOB-01489,PRD-006,Bearing Cap,CUS-003,2024-01-18,2024-01-25,Rush,14,Completed
JOB-01490,PRD-005,Control Panel Frame,CUS-007,2025-11-25,2025-12-09,Standard,28,Completed
JOB-01491,PRD-006,Bearing Cap,CUS-002,2024-08-20,2024-08-27,Rush,70,Completed
JOB-01492,PRD-004,Motor Shaft,CUS-004,2024-11-12,2024-11-26,Rush,14,Completed
